Name,PD Notation,Crossing Number,Determinant,Volume
12a_805,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;12;22;13];[23;14;24;15]],12,129,15.44103523
12a_806,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]],12,219,18.97492838
12a_807,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;22;12;23];[13;24;14;1];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]],12,231,19.33572594
12a_808,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;24;12;1];[13;22;14;23];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]],12,141,16.07185858
12a_809,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;19;8;18];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;13;22;12];[23;15;24;14]],12,201,18.19135903
12a_810,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;19;8;18];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;15;22;14];[23;13;24;12]],12,243,19.32407613
12a_811,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;17;10;16];[11;5;12;4];[13;21;14;20];[15;11;16;10];[17;23;18;22];[19;1;20;24];[21;15;22;14];[23;19;24;18]],12,145,16.87030862
12a_812,[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[9;17;10;16];[11;23;12;22];[13;4;14;5];[15;21;16;20];[17;1;18;24];[19;11;20;10];[21;15;22;14];[23;19;24;18]],12,201,18.89505174
12a_813,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;15;22;14];[23;17;24;16]],12,125,14.87523393
12a_814,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;17;22;16];[23;15;24;14]],12,159,16.54374938
12a_815,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;16;24;17]],12,95,13.5020313
12a_816,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;16;22;17];[23;14;24;15]],12,149,16.37056551
12a_817,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;23;10;22];[11;5;12;4];[13;19;14;18];[15;21;16;20];[17;1;18;24];[19;15;20;14];[21;11;22;10];[23;17;24;16]],12,145,16.87030862
12a_818,[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[9;23;10;22];[11;17;12;16];[13;4;14;5];[15;20;16;21];[17;24;18;1];[19;11;20;10];[21;14;22;15];[23;18;24;19]],12,195,18.77407133
12a_819,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;19;10;18];[11;21;12;20];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]],12,169,17.16024317
12a_820,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;19;10;18];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]],12,179,17.70078324
12a_821,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;21;10;20];[11;19;12;18];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]],12,193,18.27413278
12a_822,[[1;7;2;6];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;17;10;16];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;19;24;18]],12,119,14.11956773
12a_823,[[1;7;2;6];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;17;10;16];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;19;24;18]],12,141,15.09970913
12a_824,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;16;24;17]],12,107,14.48238219
12a_825,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;22;16;23];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;16;24;17]],12,137,15.7029489
12a_826,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;24;16;1];[17;22;18;23];[19;10;20;11];[21;12;22;13];[23;16;24;17]],12,89,12.68964069
12a_827,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;24;16;1];[17;22;18;23];[19;12;20;13];[21;10;22;11];[23;16;24;17]],12,99,13.11754376
12a_828,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;23;12;22];[13;5;14;4];[15;21;16;20];[17;11;18;10];[19;1;20;24];[21;13;22;12];[23;17;24;16]],12,195,18.68691693
12a_829,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;22;12;23];[13;5;14;4];[15;21;16;20];[17;13;18;12];[19;1;20;24];[21;17;22;16];[23;10;24;11]],12,191,18.46099123
12a_830,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;22;12;23];[13;5;14;4];[15;20;16;21];[17;24;18;1];[19;12;20;13];[21;16;22;17];[23;10;24;11]],12,205,18.84013653
12a_831,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;20;10;21];[11;16;12;17];[13;5;14;4];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;18;24;19]],12,205,18.84013653
12a_832,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;23;10;22];[11;16;12;17];[13;5;14;4];[15;21;16;20];[17;10;18;11];[19;1;20;24];[21;13;22;12];[23;19;24;18]],12,191,18.46099123
12a_833,[[1;7;2;6];[3;8;4;9];[5;14;6;15];[7;17;8;16];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;2;16;3];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;19;24;18]],12,151,16.21115913
12a_834,[[1;7;2;6];[3;8;4;9];[5;14;6;15];[7;17;8;16];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;2;16;3];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;19;24;18]],12,173,16.88715448
12a_835,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;14;24;15]],12,71,10.85275762
12a_836,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;12;24;13]],12,125,14.69501592
12a_837,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;10;24;11]],12,145,15.45639109
12a_838,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;11;20;10];[21;13;22;12];[23;15;24;14]],12,41,7.98933933
12a_839,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;11;20;10];[21;15;22;14];[23;13;24;12]],12,83,12.51530812
12a_840,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;11;24;10]],12,127,14.80020733
12a_841,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;1;14;24];[15;23;16;22];[17;4;18;5];[19;13;20;12];[21;11;22;10];[23;15;24;14]],12,129,15.41786108
12a_842,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;22;12;23];[13;20;14;21];[15;5;16;4];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;10;24;11]],12,91,12.23182362
12a_843,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;23;12;22];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;11;24;10]],12,85,12.13809065
12a_844,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;19;12;18];[13;22;14;23];[15;5;16;4];[17;13;18;12];[19;24;20;1];[21;14;22;15];[23;10;24;11]],12,203,19.10812573
12a_845,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;18;12;19];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;12;24;13]],12,111,14.92439881
12a_846,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;1;12;24];[13;18;14;19];[15;5;16;4];[17;22;18;23];[19;10;20;11];[21;14;22;15];[23;13;24;12]],12,203,19.10812573
12a_847,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;1;12;24];[13;22;14;23];[15;5;16;4];[17;13;18;12];[19;10;20;11];[21;14;22;15];[23;19;24;18]],12,189,18.78105773
12a_848,[[1;7;2;6];[3;8;4;9];[5;17;6;16];[7;14;8;15];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;18;24;19]],12,161,16.55625917
12a_849,[[1;7;2;6];[3;8;4;9];[5;17;6;16];[7;14;8;15];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;18;24;19]],12,187,17.36194817
12a_850,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;11;20;10];[21;13;22;12];[23;15;24;14]],12,89,12.86846481
12a_851,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;11;20;10];[21;15;22;14];[23;13;24;12]],12,163,16.89814934
12a_852,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;11;24;10]],12,207,18.15262559
12a_853,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;1;14;24];[15;23;16;22];[17;2;18;3];[19;13;20;12];[21;11;22;10];[23;15;24;14]],12,177,18.06115665
12a_854,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;23;12;22];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;11;24;10]],12,133,15.12979314
12a_855,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;10;18;11];[19;2;20;3];[21;13;22;12];[23;15;24;14]],12,171,17.38952375
12a_856,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;10;18;11];[19;2;20;3];[21;15;22;14];[23;13;24;12]],12,233,19.31160041
12a_857,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;18;10;19];[11;20;12;21];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;10;20;11];[21;2;22;3];[23;15;24;14]],12,239,19.62753151
12a_858,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;20;10;21];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;10;20;11];[21;2;22;3];[23;15;24;14]],12,165,17.17433907
12a_859,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;10;20;11];[21;12;22;13];[23;14;24;15]],12,79,12.19660755
12a_860,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;10;20;11];[21;14;22;15];[23;12;24;13]],12,149,16.37755054
12a_861,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;10;24;11]],12,201,17.9930871
12a_862,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;12;20;13];[21;10;22;11];[23;14;24;15]],12,183,18.17787719
12a_863,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;22;12;23];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;10;24;11]],12,131,15.10662962
12a_864,[[1;7;2;6];[3;8;4;9];[5;21;6;20];[7;16;8;17];[9;19;10;18];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;12;22;13];[23;14;24;15]],12,159,16.78713041
12a_865,[[1;7;2;6];[3;8;4;9];[5;21;6;20];[7;16;8;17];[9;19;10;18];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;14;22;15];[23;12;24;13]],12,229,19.23153616
12a_866,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;14;8;15];[9;18;10;19];[11;21;12;20];[13;24;14;1];[15;8;16;9];[17;22;18;23];[19;3;20;2];[21;4;22;5];[23;16;24;17]],12,295,21.67260168
12a_867,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;14;8;15];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;23;16;22];[17;3;18;2];[19;4;20;5];[21;17;22;16];[23;8;24;9]],12,313,22.03959889
12a_868,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;17;8;16];[9;14;10;15];[11;20;12;21];[13;19;14;18];[15;22;16;23];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;8;24;9]],12,377,23.43868771
12a_869,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]],12,161,16.94960612
12a_870,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]],12,187,18.11633556
12a_871,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;8;22;9];[23;14;24;15]],12,223,19.59453668
12a_872,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;4;20;5];[21;8;22;9];[23;14;24;15]],12,197,18.84057565
12a_873,[[1;7;2;6];[3;10;4;11];[5;12;6;13];[7;17;8;16];[9;23;10;22];[11;4;12;5];[13;2;14;3];[15;21;16;20];[17;1;18;24];[19;9;20;8];[21;15;22;14];[23;19;24;18]],12,189,17.6988421
12a_874,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;22;10;23];[11;19;12;18];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;8;24;9]],12,283,21.38301879
12a_875,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;17;8;16];[9;23;10;22];[11;20;12;21];[13;19;14;18];[15;9;16;8];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;15;24;14]],12,307,21.95538923
12a_876,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;15;22;14];[23;17;24;16]],12,105,12.93748451
12a_877,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;17;22;16];[23;15;24;14]],12,131,14.49087993
12a_878,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;3;10;2];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;16;24;17]],12,75,11.19534434
12a_879,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;3;10;2];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;16;22;17];[23;14;24;15]],12,121,14.27530942
12a_880,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;5;10;4];[11;3;12;2];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;17;22;16];[23;15;24;14]],12,161,15.85540697
12a_881,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;5;10;4];[11;3;12;2];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;16;24;17]],12,89,12.3199086
12a_882,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;5;10;4];[11;3;12;2];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;16;22;17];[23;14;24;15]],12,147,15.58218549
12a_883,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;18;8;19];[9;16;10;17];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]],12,185,18.34392959
12a_884,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;19;8;18];[9;22;10;23];[11;16;12;17];[13;21;14;20];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;15;22;14];[23;8;24;9]],12,299,22.02877523
12a_885,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;14;10;15];[11;20;12;21];[13;19;14;18];[15;8;16;9];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;17;24;16]],12,287,21.54161756
12a_886,[[1;7;2;6];[3;10;4;11];[5;12;6;13];[7;23;8;22];[9;17;10;16];[11;4;12;5];[13;2;14;3];[15;20;16;21];[17;24;18;1];[19;9;20;8];[21;14;22;15];[23;18;24;19]],12,207,18.21861978
12a_887,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;16;10;17];[11;19;12;18];[13;24;14;1];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;9;22;8];[23;14;24;15]],12,289,21.4390241
12a_888,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;9;16;8];[17;3;18;2];[19;4;20;5];[21;17;22;16];[23;14;24;15]],12,303,21.81742341
12a_889,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;20;14;21];[15;22;16;23];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;9;24;8]],12,167,17.60494123
12a_890,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;22;14;23];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;9;24;8]],12,205,18.90966258
12a_891,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;20;10;21];[11;19;12;18];[13;9;14;8];[15;23;16;22];[17;3;18;2];[19;4;20;5];[21;15;22;14];[23;17;24;16]],12,233,19.94468109
12a_892,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;20;10;21];[11;19;12;18];[13;9;14;8];[15;23;16;22];[17;3;18;2];[19;4;20;5];[21;17;22;16];[23;15;24;14]],12,227,19.70667043
12a_893,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;22;10;23];[11;16;12;17];[13;21;14;20];[15;5;16;4];[17;2;18;3];[19;8;20;9];[21;15;22;14];[23;18;24;19]],12,309,22.16093104
12a_894,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;22;10;23];[11;19;12;18];[13;20;14;21];[15;9;16;8];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;17;24;16]],12,273,21.14629297
12a_895,[[1;7;2;6];[3;10;4;11];[5;14;6;15];[7;17;8;16];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;2;16;3];[17;1;18;24];[19;9;20;8];[21;13;22;12];[23;19;24;18]],12,243,20.40896208
12a_896,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;16;8;17];[9;22;10;23];[11;19;12;18];[13;21;14;20];[15;24;16;1];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;8;24;9]],12,203,18.98947239
12a_897,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;16;8;17];[9;22;10;23];[11;21;12;20];[13;19;14;18];[15;24;16;1];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;8;24;9]],12,217,19.27761428
12a_898,[[1;7;2;6];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;5;14;4];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;12;22;13];[23;16;24;17]],12,167,17.5314016
12a_899,[[1;7;2;6];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;5;14;4];[15;24;16;1];[17;22;18;23];[19;8;20;9];[21;12;22;13];[23;16;24;17]],12,173,17.9473908
12a_900,[[1;7;2;6];[3;11;4;10];[5;15;6;14];[7;19;8;18];[9;3;10;2];[11;23;12;22];[13;5;14;4];[15;21;16;20];[17;9;18;8];[19;1;20;24];[21;13;22;12];[23;17;24;16]],12,247,20.49843885
12a_901,[[1;7;2;6];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;5;10;4];[11;20;12;21];[13;3;14;2];[15;22;16;23];[17;24;18;1];[19;12;20;13];[21;8;22;9];[23;16;24;17]],12,223,19.49141459
12a_902,[[1;7;2;6];[3;11;4;10];[5;15;6;14];[7;18;8;19];[9;5;10;4];[11;20;12;21];[13;3;14;2];[15;24;16;1];[17;22;18;23];[19;12;20;13];[21;8;22;9];[23;16;24;17]],12,213,19.21336834
12a_903,[[1;7;2;6];[3;11;4;10];[5;14;6;15];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;1;14;24];[15;4;16;5];[17;23;18;22];[19;9;20;8];[21;13;22;12];[23;17;24;16]],12,249,20.580749
12a_904,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;21;14;20];[15;22;16;23];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;9;24;8]],12,183,17.96756596
12a_905,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;1;8;24];[9;16;10;17];[11;21;12;20];[13;19;14;18];[15;22;16;23];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;9;24;8]],12,189,18.14685143
12a_906,[[1;7;2;6];[3;10;4;11];[5;14;6;15];[7;1;8;24];[9;19;10;18];[11;4;12;5];[13;21;14;20];[15;2;16;3];[17;22;18;23];[19;13;20;12];[21;9;22;8];[23;16;24;17]],12,245,20.36058483
12a_907,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;1;8;24];[9;22;10;23];[11;19;12;18];[13;21;14;20];[15;9;16;8];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;17;24;16]],12,225,19.6384501
12a_908,[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;1;8;24];[9;22;10;23];[11;21;12;20];[13;19;14;18];[15;9;16;8];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;17;24;16]],12,235,19.77779011
12a_909,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;8;18;9];[19;4;20;5];[21;13;22;12];[23;15;24;14]],12,105,13.96390574
12a_910,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]],12,179,17.52800482
12a_911,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;23;12;22];[13;1;14;24];[15;21;16;20];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]],12,191,17.89250363
12a_912,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;1;12;24];[13;23;14;22];[15;21;16;20];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]],12,117,14.60665745
12a_913,[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;13;8;12];[9;20;10;21];[11;2;12;3];[13;23;14;22];[15;5;16;4];[17;24;18;1];[19;15;20;14];[21;8;22;9];[23;18;24;19]],12,219,19.85528143
12a_914,[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;14;8;15];[9;20;10;21];[11;4;12;5];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;8;22;9];[23;18;24;19]],12,255,20.84338106
12a_915,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;15;8;14];[9;23;10;22];[11;2;12;3];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;13;22;12];[23;19;24;18]],12,271,21.22873035
