Name,PD Notation,Crossing Number,Determinant,Volume
11a_185,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;12;1;11];[6;22;7;21];[16;7;17;8];[20;15;21;16];[8;19;9;20];[18;9;19;10];[10;17;11;18]],11,109,13.87222885
11a_186,[[4;2;5;1];[12;4;13;3];[14;6;15;5];[16;8;17;7];[20;10;21;9];[22;18;1;17];[18;22;19;21];[6;16;7;15];[8;20;9;19];[10;14;11;13];[2;12;3;11]],11,95,13.64351537
11a_187,[[4;2;5;1];[12;4;13;3];[22;13;1;14];[14;5;15;6];[20;10;21;9];[18;21;19;22];[6;17;7;18];[16;7;17;8];[8;15;9;16];[10;20;11;19];[2;12;3;11]],11,117,14.94498044
11a_188,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[16;8;17;7];[6;16;7;15];[22;18;1;17];[18;11;19;12];[20;9;21;10];[10;19;11;20];[8;21;9;22]],11,67,10.65886042
11a_189,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;10;1;9];[18;11;19;12];[6;19;7;20];[16;7;17;8];[10;17;11;18];[20;16;21;15];[8;22;9;21]],11,149,17.37416032
11a_190,[[4;2;5;1];[12;4;13;3];[22;13;1;14];[14;5;15;6];[20;15;21;16];[16;10;17;9];[18;8;19;7];[8;18;9;17];[6;20;7;19];[10;21;11;22];[2;12;3;11]],11,85,12.23489135
11a_191,[[4;2;5;1];[12;4;13;3];[14;6;15;5];[18;8;19;7];[22;16;1;15];[16;22;17;21];[20;10;21;9];[6;18;7;17];[8;20;9;19];[10;14;11;13];[2;12;3;11]],11,83,12.39954737
11a_192,[[4;2;5;1];[12;4;13;3];[14;6;15;5];[20;10;21;9];[22;16;1;15];[16;22;17;21];[6;20;7;19];[18;8;19;7];[8;18;9;17];[10;14;11;13];[2;12;3;11]],11,97,13.20075987
11a_193,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;16;1;15];[16;11;17;12];[18;7;19;8];[20;9;21;10];[8;19;9;20];[10;17;11;18];[6;21;7;22]],11,95,13.35316245
11a_194,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;16;1;15];[16;9;17;10];[8;21;9;22];[20;7;21;8];[6;19;7;20];[18;11;19;12];[10;17;11;18]],11,93,13.79681154
11a_195,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;16;1;15];[16;11;17;12];[20;7;21;8];[18;9;19;10];[10;17;11;18];[8;19;9;20];[6;21;7;22]],11,53,9.313369225
11a_196,[[4;2;5;1];[14;6;15;5];[12;3;13;4];[2;13;3;14];[22;10;1;9];[18;11;19;12];[10;17;11;18];[6;19;7;20];[20;7;21;8];[8;16;9;15];[16;21;17;22]],11,147,17.28551979
11a_197,[[4;2;5;1];[12;4;13;3];[14;8;15;7];[18;10;19;9];[20;18;21;17];[6;21;7;22];[16;5;17;6];[10;20;11;19];[8;14;9;13];[22;15;1;16];[2;12;3;11]],11,143,17.41059311
11a_198,[[4;2;5;1];[12;4;13;3];[22;13;1;14];[16;5;17;6];[8;21;9;22];[18;10;19;9];[20;18;21;17];[10;20;11;19];[14;7;15;8];[6;15;7;16];[2;12;3;11]],11,115,15.06595518
11a_199,[[4;2;5;1];[14;8;15;7];[12;3;13;4];[2;13;3;14];[16;6;17;5];[6;16;7;15];[22;18;1;17];[18;9;19;10];[8;21;9;22];[20;11;21;12];[10;19;11;20]],11,99,13.96443369
11a_200,[[4;2;5;1];[12;4;13;3];[16;6;17;5];[20;10;21;9];[22;18;1;17];[18;22;19;21];[8;20;9;19];[14;8;15;7];[10;14;11;13];[6;16;7;15];[2;12;3;11]],11,85,13.75907055
11a_201,[[4;2;5;1];[14;8;15;7];[12;3;13;4];[2;13;3;14];[16;6;17;5];[6;16;7;15];[22;18;1;17];[18;11;19;12];[20;9;21;10];[10;19;11;20];[8;21;9;22]],11,81,12.60761102
11a_202,[[4;2;5;1];[14;10;15;9];[12;3;13;4];[2;13;3;14];[16;6;17;5];[18;8;19;7];[6;18;7;17];[8;16;9;15];[22;20;1;19];[20;11;21;12];[10;21;11;22]],11,111,14.87112202
11a_203,[[4;2;5;1];[12;4;13;3];[16;6;17;5];[18;8;19;7];[20;10;21;9];[22;13;1;14];[6;18;7;17];[8;20;9;19];[14;21;15;22];[10;16;11;15];[2;12;3;11]],11,63,10.26133186
11a_204,[[4;2;5;1];[12;4;13;3];[16;6;17;5];[20;10;21;9];[22;13;1;14];[6;20;7;19];[18;8;19;7];[8;18;9;17];[14;21;15;22];[10;16;11;15];[2;12;3;11]],11,101,13.60801589
11a_205,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[16;6;17;5];[22;18;1;17];[18;7;19;8];[6;21;7;22];[20;9;21;10];[8;19;9;20];[10;16;11;15]],11,91,12.87983706
11a_206,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;15;1;16];[16;5;17;6];[18;7;19;8];[20;9;21;10];[6;17;7;18];[8;19;9;20];[10;21;11;22]],11,47,8.628755386
11a_207,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;15;1;16];[16;5;17;6];[18;7;19;8];[6;17;7;18];[8;21;9;22];[20;9;21;10];[10;19;11;20]],11,85,12.73555499
11a_208,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;15;1;16];[16;5;17;6];[6;21;7;22];[20;9;21;10];[18;7;19;8];[8;19;9;20];[10;17;11;18]],11,105,13.9792285
11a_209,[[4;2;5;1];[20;7;21;8];[12;3;13;4];[2;13;3;14];[16;6;17;5];[18;11;19;12];[10;19;11;20];[14;10;15;9];[8;16;9;15];[22;18;1;17];[6;21;7;22]],11,141,17.3022803
11a_210,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[16;6;17;5];[22;18;1;17];[18;9;19;10];[20;7;21;8];[8;19;9;20];[6;21;7;22];[10;16;11;15]],11,73,11.52243144
11a_211,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;15;1;16];[16;5;17;6];[6;21;7;22];[20;7;21;8];[18;9;19;10];[10;17;11;18];[8;19;9;20]],11,67,10.88047437
11a_212,[[4;2;5;1];[12;4;13;3];[22;8;1;7];[16;5;17;6];[6;15;7;16];[20;18;21;17];[8;14;9;13];[10;20;11;19];[18;10;19;9];[14;22;15;21];[2;12;3;11]],11,153,17.70920626
11a_213,[[4;2;5;1];[12;4;13;3];[16;6;17;5];[18;10;19;9];[22;8;1;7];[8;22;9;21];[20;13;21;14];[6;18;7;17];[14;19;15;20];[10;16;11;15];[2;12;3;11]],11,145,17.50994879
11a_214,[[4;2;5;1];[16;5;17;6];[12;3;13;4];[2;13;3;14];[14;18;15;17];[18;12;19;11];[22;8;1;7];[20;10;21;9];[10;20;11;19];[8;22;9;21];[6;15;7;16]],11,69,11.79474143
11a_215,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[14;7;15;8];[8;21;9;22];[20;16;21;15];[22;13;1;14];[6;20;7;19];[10;18;11;17];[16;10;17;9];[2;12;3;11]],11,133,16.73216092
11a_216,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[20;10;21;9];[14;7;15;8];[8;15;9;16];[22;13;1;14];[6;20;7;19];[16;21;17;22];[10;18;11;17];[2;12;3;11]],11,147,17.27953289
11a_217,[[4;2;5;1];[14;8;15;7];[12;3;13;4];[2;13;3;14];[20;9;21;10];[18;5;19;6];[6;19;7;20];[22;17;1;18];[10;21;11;22];[16;12;17;11];[8;16;9;15]],11,139,17.24619221
11a_218,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[16;8;17;7];[20;9;21;10];[6;21;7;22];[18;5;19;6];[10;19;11;20];[8;16;9;15];[22;17;1;18]],11,131,16.74395185
11a_219,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;15;1;16];[18;5;19;6];[8;21;9;22];[20;9;21;10];[10;19;11;20];[16;7;17;8];[6;17;7;18]],11,87,13.45778475
11a_220,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[20;8;21;7];[22;15;1;16];[6;20;7;19];[16;21;17;22];[14;10;15;9];[10;14;11;13];[8;18;9;17];[2;12;3;11]],11,85,12.62146344
11a_221,[[4;2;5;1];[14;10;15;9];[12;3;13;4];[2;13;3;14];[22;17;1;18];[18;5;19;6];[20;7;21;8];[6;19;7;20];[8;21;9;22];[16;12;17;11];[10;16;11;15]],11,79,12.24281962
11a_222,[[4;2;5;1];[14;10;15;9];[12;3;13;4];[2;13;3;14];[22;17;1;18];[18;5;19;6];[6;21;7;22];[20;7;21;8];[8;19;9;20];[16;12;17;11];[10;16;11;15]],11,101,13.89033083
11a_223,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[20;8;21;7];[22;13;1;14];[6;20;7;19];[14;21;15;22];[10;18;11;17];[16;10;17;9];[8;16;9;15];[2;12;3;11]],11,75,12.69813606
11a_224,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[20;8;21;7];[22;13;1;14];[6;20;7;19];[14;21;15;22];[16;10;17;9];[10;16;11;15];[8;18;9;17];[2;12;3;11]],11,89,13.0758567
11a_225,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[16;10;17;9];[10;16;11;15];[22;17;1;18];[18;5;19;6];[20;7;21;8];[6;19;7;20];[8;21;9;22]],11,53,9.362236961
11a_226,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[16;10;17;9];[10;16;11;15];[22;17;1;18];[18;5;19;6];[6;21;7;22];[20;7;21;8];[8;19;9;20]],11,71,11.51442678
11a_227,[[4;2;5;1];[12;4;13;3];[18;6;19;5];[8;14;9;13];[22;8;1;7];[20;16;21;15];[14;22;15;21];[6;20;7;19];[10;18;11;17];[16;10;17;9];[2;12;3;11]],11,143,17.34948676
11a_228,[[4;2;5;1];[14;12;15;11];[12;3;13;4];[2;13;3;14];[22;8;1;7];[18;5;19;6];[6;17;7;18];[10;19;11;20];[20;9;21;10];[8;16;9;15];[16;22;17;21]],11,133,16.80895098
11a_229,[[4;2;5;1];[12;4;13;3];[20;6;21;5];[22;15;1;16];[16;21;17;22];[18;8;19;7];[14;10;15;9];[10;14;11;13];[8;18;9;17];[6;20;7;19];[2;12;3;11]],11,71,11.48934266
11a_230,[[4;2;5;1];[12;4;13;3];[20;6;21;5];[22;13;1;14];[14;21;15;22];[18;8;19;7];[16;10;17;9];[10;16;11;15];[8;18;9;17];[6;20;7;19];[2;12;3;11]],11,51,9.274415863
11a_231,[[4;2;5;1];[14;4;15;3];[20;15;21;16];[10;5;11;6];[12;7;13;8];[6;11;7;12];[18;10;19;9];[8;20;9;19];[22;17;1;18];[16;21;17;22];[2;14;3;13]],11,99,14.73540122
11a_232,[[4;2;5;1];[14;4;15;3];[22;9;1;10];[10;5;11;6];[18;11;19;12];[16;8;17;7];[6;18;7;17];[12;19;13;20];[20;15;21;16];[8;21;9;22];[2;14;3;13]],11,123,16.4522958
11a_233,[[4;2;5;1];[14;4;15;3];[22;9;1;10];[10;5;11;6];[18;11;19;12];[20;8;21;7];[8;15;9;16];[6;18;7;17];[12;19;13;20];[16;22;17;21];[2;14;3;13]],11,173,18.72955937
11a_234,[[4;2;5;1];[14;4;15;3];[16;6;17;5];[18;8;19;7];[20;10;21;9];[22;12;1;11];[6;18;7;17];[8;20;9;19];[10;22;11;21];[12;16;13;15];[2;14;3;13]],11,37,7.440012119
11a_235,[[4;2;5;1];[14;4;15;3];[16;6;17;5];[18;8;19;7];[22;12;1;11];[6;18;7;17];[8;22;9;21];[20;10;21;9];[10;20;11;19];[12;16;13;15];[2;14;3;13]],11,71,11.84450583
11a_236,[[4;2;5;1];[14;4;15;3];[16;6;17;5];[22;12;1;11];[6;22;7;21];[20;10;21;9];[18;8;19;7];[8;20;9;19];[10;18;11;17];[12;16;13;15];[2;14;3;13]],11,99,13.71869537
11a_237,[[4;2;5;1];[14;4;15;3];[16;6;17;5];[20;12;21;11];[22;10;1;9];[10;22;11;21];[6;20;7;19];[18;8;19;7];[8;18;9;17];[12;16;13;15];[2;14;3;13]],11,93,13.65465277
11a_238,[[4;2;5;1];[14;4;15;3];[16;6;17;5];[22;12;1;11];[6;22;7;21];[20;8;21;7];[18;10;19;9];[10;18;11;17];[8;20;9;19];[12;16;13;15];[2;14;3;13]],11,65,10.84671087
11a_239,[[4;2;5;1];[14;4;15;3];[20;8;21;7];[18;5;19;6];[12;19;13;20];[22;9;1;10];[8;15;9;16];[6;12;7;11];[16;22;17;21];[10;18;11;17];[2;14;3;13]],11,195,19.57372628
11a_240,[[4;2;5;1];[14;4;15;3];[18;6;19;5];[20;8;21;7];[22;10;1;9];[6;20;7;19];[8;22;9;21];[12;18;13;17];[16;12;17;11];[10;16;11;15];[2;14;3;13]],11,61,10.69806515
11a_241,[[4;2;5;1];[14;4;15;3];[18;6;19;5];[22;10;1;9];[6;22;7;21];[20;8;21;7];[8;20;9;19];[12;18;13;17];[16;12;17;11];[10;16;11;15];[2;14;3;13]],11,95,13.70141825
11a_242,[[4;2;5;1];[14;4;15;3];[18;6;19;5];[20;8;21;7];[22;10;1;9];[6;20;7;19];[8;22;9;21];[16;12;17;11];[12;16;13;15];[10;18;11;17];[2;14;3;13]],11,47,9.033284111
11a_243,[[4;2;5;1];[14;4;15;3];[18;6;19;5];[22;10;1;9];[6;22;7;21];[20;8;21;7];[8;20;9;19];[16;12;17;11];[12;16;13;15];[10;18;11;17];[2;14;3;13]],11,69,11.47672849
11a_244,[[4;2;5;1];[14;4;15;3];[18;6;19;5];[16;10;17;9];[22;8;1;7];[20;12;21;11];[10;22;11;21];[8;16;9;15];[6;20;7;19];[12;18;13;17];[2;14;3;13]],11,147,17.34770203
11a_245,[[4;2;5;1];[14;4;15;3];[20;6;21;5];[22;8;1;7];[6;22;7;21];[16;10;17;9];[18;12;19;11];[10;18;11;17];[12;16;13;15];[8;20;9;19];[2;14;3;13]],11,75,12.47307775
11a_246,[[4;2;5;1];[14;4;15;3];[20;6;21;5];[22;8;1;7];[6;22;7;21];[18;10;19;9];[16;12;17;11];[12;16;13;15];[10;18;11;17];[8;20;9;19];[2;14;3;13]],11,41,8.500583913
11a_248,[[6;2;7;1];[18;8;19;7];[8;3;9;4];[2;17;3;18];[16;9;17;10];[10;6;11;5];[4;16;5;15];[20;11;21;12];[22;13;1;14];[12;21;13;22];[14;19;15;20]],11,159,17.71449125
11a_249,[[6;2;7;1];[18;8;19;7];[8;3;9;4];[2;17;3;18];[16;9;17;10];[10;6;11;5];[4;16;5;15];[22;11;1;12];[20;13;21;14];[14;19;15;20];[12;21;13;22]],11,117,15.79695381
11a_250,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[14;10;15;9];[12;5;13;6];[4;13;5;14];[20;16;21;15];[18;11;19;12];[10;19;11;20];[22;18;1;17];[16;22;17;21]],11,85,13.80299729
11a_251,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[22;18;1;17];[12;5;13;6];[4;13;5;14];[18;11;19;12];[14;19;15;20];[16;10;17;9];[20;15;21;16];[10;21;11;22]],11,133,16.92349027
11a_252,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[16;12;17;11];[12;5;13;6];[4;13;5;14];[22;17;1;18];[18;9;19;10];[10;21;11;22];[20;16;21;15];[14;20;15;19]],11,131,16.85592881
11a_253,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[18;9;19;10];[12;5;13;6];[4;13;5;14];[14;20;15;19];[20;12;21;11];[22;17;1;18];[16;21;17;22];[10;15;11;16]],11,133,16.92349027
11a_254,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[20;10;21;9];[12;5;13;6];[4;13;5;14];[18;11;19;12];[14;19;15;20];[10;15;11;16];[22;18;1;17];[16;22;17;21]],11,131,16.85592881
11a_255,[[6;2;7;1];[20;8;21;7];[8;3;9;4];[2;19;3;20];[16;9;17;10];[12;6;13;5];[4;16;5;15];[18;11;19;12];[10;17;11;18];[22;13;1;14];[14;21;15;22]],11,143,17.30740339
11a_256,[[6;2;7;1];[20;8;21;7];[8;3;9;4];[2;19;3;20];[16;11;17;12];[12;6;13;5];[4;16;5;15];[18;9;19;10];[10;17;11;18];[22;13;1;14];[14;21;15;22]],11,133,16.7428819
11a_257,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[16;10;17;9];[14;5;15;6];[4;15;5;16];[22;18;1;17];[18;11;19;12];[10;21;11;22];[20;13;21;14];[12;19;13;20]],11,97,13.73008256
11a_258,[[6;2;7;1];[8;4;9;3];[2;8;3;7];[16;10;17;9];[14;5;15;6];[4;15;5;16];[22;18;1;17];[18;13;19;14];[20;11;21;12];[12;19;13;20];[10;21;11;22]],11,75,11.98772111
11a_259,[[6;2;7;1];[8;4;9;3];[14;6;15;5];[18;10;19;9];[20;12;21;11];[22;15;1;16];[10;20;11;19];[16;21;17;22];[12;18;13;17];[2;8;3;7];[4;14;5;13]],11,79,12.52009276
11a_260,[[6;2;7;1];[8;4;9;3];[14;6;15;5];[20;10;21;9];[22;15;1;16];[16;21;17;22];[18;12;19;11];[12;18;13;17];[10;20;11;19];[2;8;3;7];[4;14;5;13]],11,69,11.8188869
11a_261,[[6;2;7;1];[16;8;17;7];[8;3;9;4];[2;15;3;16];[14;5;15;6];[4;9;5;10];[22;18;1;17];[18;11;19;12];[10;21;11;22];[20;13;21;14];[12;19;13;20]],11,129,15.94234856
11a_262,[[6;2;7;1];[16;8;17;7];[8;3;9;4];[2;15;3;16];[14;5;15;6];[4;9;5;10];[22;18;1;17];[18;13;19;14];[20;11;21;12];[12;19;13;20];[10;21;11;22]],11,107,14.81387612
11a_263,[[6;2;7;1];[8;4;9;3];[16;6;17;5];[20;10;21;9];[22;12;1;11];[10;22;11;21];[14;20;15;19];[18;14;19;13];[12;18;13;17];[2;8;3;7];[4;16;5;15]],11,81,13.7204399
11a_264,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[14;7;15;8];[8;3;9;4];[4;9;5;10];[18;12;19;11];[10;22;11;21];[20;14;21;13];[12;20;13;19];[2;16;3;15]],11,135,16.2353416
11a_265,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[14;7;15;8];[8;3;9;4];[4;9;5;10];[18;14;19;13];[20;12;21;11];[12;20;13;19];[10;22;11;21];[2;16;3;15]],11,109,14.8554963
11a_266,[[6;2;7;1];[10;3;11;4];[14;7;15;8];[18;11;19;12];[12;6;13;5];[4;18;5;17];[20;16;21;15];[16;10;17;9];[22;13;1;14];[2;19;3;20];[8;21;9;22]],11,209,20.22857001
11a_267,[[6;2;7;1];[20;10;21;9];[10;3;11;4];[2;19;3;20];[14;7;15;8];[18;11;19;12];[12;6;13;5];[4;18;5;17];[8;15;9;16];[22;13;1;14];[16;21;17;22]],11,191,19.51576318
11a_268,[[6;2;7;1];[18;8;19;7];[10;3;11;4];[2;17;3;18];[16;11;17;12];[12;6;13;5];[4;16;5;15];[20;10;21;9];[22;13;1;14];[8;20;9;19];[14;21;15;22]],11,139,17.33821351
11a_269,[[6;2;7;1];[20;8;21;7];[18;11;19;12];[12;6;13;5];[2;19;3;20];[8;16;9;15];[10;3;11;4];[16;10;17;9];[4;18;5;17];[22;13;1;14];[14;21;15;22]],11,151,18.0173445
11a_270,[[6;2;7;1];[18;10;19;9];[10;3;11;4];[2;17;3;18];[20;8;21;7];[16;11;17;12];[12;6;13;5];[4;16;5;15];[8;20;9;19];[22;13;1;14];[14;21;15;22]],11,137,17.03242628
11a_271,[[6;2;7;1];[22;8;1;7];[18;11;19;12];[12;6;13;5];[2;19;3;20];[16;10;17;9];[10;3;11;4];[14;22;15;21];[20;16;21;15];[8;14;9;13];[4;18;5;17]],11,171,18.78901135
11a_272,[[6;2;7;1];[18;10;19;9];[10;3;11;4];[2;17;3;18];[22;8;1;7];[16;11;17;12];[12;6;13;5];[4;16;5;15];[8;22;9;21];[20;13;21;14];[14;19;15;20]],11,149,17.73926815
11a_273,[[6;2;7;1];[16;8;17;7];[10;3;11;4];[20;9;21;10];[18;13;19;14];[12;19;13;20];[2;15;3;16];[8;21;9;22];[14;5;15;6];[4;11;5;12];[22;18;1;17]],11,159,18.40079373
11a_274,[[6;2;7;1];[10;4;11;3];[18;7;19;8];[8;19;9;20];[2;10;3;9];[20;11;21;12];[14;5;15;6];[4;15;5;16];[16;22;17;21];[22;14;1;13];[12;17;13;18]],11,165,18.65051375
11a_275,[[6;2;7;1];[10;4;11;3];[20;8;21;7];[22;15;1;16];[18;12;19;11];[12;18;13;17];[16;21;17;22];[8;20;9;19];[14;6;15;5];[2;10;3;9];[4;14;5;13]],11,129,16.94861281
11a_276,[[6;2;7;1];[14;6;15;5];[20;8;21;7];[22;15;1;16];[16;21;17;22];[8;18;9;17];[10;4;11;3];[4;10;5;9];[12;20;13;19];[18;12;19;11];[2;14;3;13]],11,161,18.35558626
11a_277,[[6;2;7;1];[12;8;13;7];[16;5;17;6];[4;10;5;9];[10;4;11;3];[2;17;3;18];[18;11;19;12];[8;19;9;20];[20;14;21;13];[22;16;1;15];[14;22;15;21]],11,135,16.92067721
11a_278,[[6;2;7;1];[12;8;13;7];[16;5;17;6];[4;10;5;9];[10;4;11;3];[2;17;3;18];[18;11;19;12];[8;19;9;20];[20;16;21;15];[22;14;1;13];[14;22;15;21]],11,141,17.21115256
11a_279,[[6;2;7;1];[12;8;13;7];[16;5;17;6];[10;3;11;4];[2;11;3;12];[4;17;5;18];[8;19;9;20];[18;9;19;10];[20;14;21;13];[22;16;1;15];[14;22;15;21]],11,91,14.41597616
11a_280,[[6;2;7;1];[12;8;13;7];[16;5;17;6];[10;3;11;4];[2;11;3;12];[4;17;5;18];[8;19;9;20];[18;9;19;10];[20;16;21;15];[22;14;1;13];[14;22;15;21]],11,105,15.31103258
11a_281,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[18;13;19;14];[14;21;15;22];[12;8;13;7];[10;3;11;4];[2;11;3;12];[20;10;21;9];[4;16;5;15];[8;20;9;19]],11,155,18.31109236
11a_282,[[6;2;7;1];[14;8;15;7];[16;5;17;6];[4;10;5;9];[10;4;11;3];[2;17;3;18];[20;13;21;14];[18;11;19;12];[12;19;13;20];[8;21;9;22];[22;16;1;15]],11,127,16.64937247
11a_283,[[6;2;7;1];[14;8;15;7];[16;5;17;6];[10;3;11;4];[18;9;19;10];[20;13;21;14];[12;19;13;20];[2;11;3;12];[4;17;5;18];[8;21;9;22];[22;16;1;15]],11,147,17.62948817
11a_284,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[14;7;15;8];[10;3;11;4];[20;10;21;9];[12;22;13;21];[8;20;9;19];[4;11;5;12];[18;14;19;13];[2;16;3;15]],11,179,19.26434379
11a_285,[[6;2;7;1];[14;8;15;7];[16;5;17;6];[10;3;11;4];[18;12;19;11];[12;18;13;17];[2;13;3;14];[4;19;5;20];[8;21;9;22];[20;9;21;10];[22;16;1;15]],11,161,18.33283974
11a_286,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[18;7;19;8];[8;21;9;22];[14;10;15;9];[10;3;11;4];[2;11;3;12];[20;14;21;13];[4;16;5;15];[12;20;13;19]],11,147,17.89357303
11a_287,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[18;7;19;8];[10;3;11;4];[2;11;3;12];[12;20;13;19];[20;10;21;9];[14;21;15;22];[8;13;9;14];[4;16;5;15]],11,181,19.3323266
11a_288,[[6;2;7;1];[16;6;17;5];[22;17;1;18];[18;7;19;8];[10;3;11;4];[12;22;13;21];[8;14;9;13];[20;10;21;9];[4;11;5;12];[14;19;15;20];[2;16;3;15]],11,205,20.20670676
11a_289,[[6;2;7;1];[18;11;19;12];[10;4;11;3];[2;17;3;18];[16;5;17;6];[20;8;21;7];[4;10;5;9];[12;19;13;20];[8;13;9;14];[22;16;1;15];[14;22;15;21]],11,145,17.55146137
11a_290,[[6;2;7;1];[10;3;11;4];[20;8;21;7];[12;19;13;20];[18;9;19;10];[16;5;17;6];[4;17;5;18];[2;11;3;12];[8;13;9;14];[22;16;1;15];[14;22;15;21]],11,141,17.34420967
11a_291,[[6;2;7;1];[16;6;17;5];[22;8;1;7];[8;18;9;17];[10;4;11;3];[4;10;5;9];[14;22;15;21];[18;12;19;11];[20;14;21;13];[12;20;13;19];[2;16;3;15]],11,99,14.57991308
11a_292,[[6;2;7;1];[16;6;17;5];[22;8;1;7];[8;18;9;17];[10;4;11;3];[4;10;5;9];[20;14;21;13];[18;12;19;11];[14;20;15;19];[12;22;13;21];[2;16;3;15]],11,129,16.22549777
11a_293,[[6;2;7;1];[18;11;19;12];[10;4;11;3];[2;17;3;18];[16;5;17;6];[22;8;1;7];[4;10;5;9];[20;13;21;14];[12;19;13;20];[14;21;15;22];[8;15;9;16]],11,81,13.45959267
11a_294,[[6;2;7;1];[18;11;19;12];[10;4;11;3];[2;17;3;18];[16;5;17;6];[22;8;1;7];[4;10;5;9];[12;21;13;22];[20;13;21;14];[14;19;15;20];[8;15;9;16]],11,123,16.07347923
11a_295,[[6;2;7;1];[10;3;11;4];[22;8;1;7];[20;13;21;14];[12;19;13;20];[14;21;15;22];[18;9;19;10];[16;5;17;6];[4;17;5;18];[2;11;3;12];[8;15;9;16]],11,109,15.5091566
11a_296,[[6;2;7;1];[10;3;11;4];[22;8;1;7];[12;21;13;22];[20;13;21;14];[14;19;15;20];[18;9;19;10];[16;5;17;6];[4;17;5;18];[2;11;3;12];[8;15;9;16]],11,111,15.74522241
11a_297,[[6;2;7;1];[20;9;21;10];[16;5;17;6];[22;8;1;7];[14;21;15;22];[2;13;3;14];[8;15;9;16];[12;18;13;17];[10;3;11;4];[18;12;19;11];[4;19;5;20]],11,175,18.85126021
11a_298,[[6;2;7;1];[10;4;11;3];[16;10;17;9];[8;18;9;17];[18;6;19;5];[20;12;21;11];[22;14;1;13];[12;22;13;21];[14;20;15;19];[2;8;3;7];[4;16;5;15]],11,131,16.27978245
11a_299,[[6;2;7;1];[10;4;11;3];[16;10;17;9];[8;18;9;17];[18;6;19;5];[22;12;1;11];[20;14;21;13];[14;20;15;19];[12;22;13;21];[2;8;3;7];[4;16;5;15]],11,97,14.34175432
11a_300,[[6;2;7;1];[10;4;11;3];[14;7;15;8];[8;15;9;16];[2;10;3;9];[20;12;21;11];[18;5;19;6];[4;19;5;20];[22;13;1;14];[12;18;13;17];[16;21;17;22]],11,153,17.99787523
11a_301,[[6;2;7;1];[14;7;15;8];[18;5;19;6];[16;10;17;9];[2;19;3;20];[4;11;5;12];[10;3;11;4];[20;16;21;15];[12;18;13;17];[8;21;9;22];[22;13;1;14]],11,199,19.83288385
11a_302,[[6;2;7;1];[20;10;21;9];[10;3;11;4];[2;19;3;20];[18;5;19;6];[14;7;15;8];[4;11;5;12];[8;15;9;16];[22;13;1;14];[12;18;13;17];[16;21;17;22]],11,161,18.39428691
11a_303,[[6;2;7;1];[8;14;9;13];[18;5;19;6];[2;19;3;20];[10;3;11;4];[16;10;17;9];[4;11;5;12];[22;8;1;7];[12;18;13;17];[20;16;21;15];[14;22;15;21]],11,149,17.77901237
11a_304,[[6;2;7;1];[10;4;11;3];[14;8;15;7];[18;11;19;12];[22;16;1;15];[16;22;17;21];[12;17;13;18];[8;14;9;13];[20;6;21;5];[2;10;3;9];[4;20;5;19]],11,117,16.24834082
11a_305,[[6;2;7;1];[22;8;1;7];[10;5;11;6];[4;18;5;17];[12;4;13;3];[18;12;19;11];[2;19;3;20];[14;21;15;22];[20;13;21;14];[16;9;17;10];[8;15;9;16]],11,135,17.25123671
